team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
LAK,2022,LAK,LAK,Team Level,all,65,0.52,0.52,0.53,235327.0,2101.34,210.36,146.19,481.36,68.85,1155.64,836.67,201.42,210.87,201.92,2096.0,804.0,958.0,3858.0,213.0,179.0,29.0,453.0,72.0,978.0,1005.0,1883.0,2687.0,252.0,536.0,1906.0,1383.0,319.0,496.0,2042.0,644.0,214.0,59.16,78.42,72.78,58.0,83.0,72.0,3872.06,2900.0,2917.1,339.0,32.36,38.81,38.86,203.79,204.22,198.87,1877.75,191.48,132.31,422.87,61.07,1035.19,739.09,182.6,191.53,182.69,1817.0,765.0,1039.0,3621.0,216.0,161.0,24.0,409.0,62.0,857.0,877.0,1601.0,2366.0,246.0,527.0,1714.0,1776.0,392.0,449.0,1822.0,573.0,187.0,55.11,70.79,65.6,82.0,72.0,62.0,3619.06,2582.0,2579.54,294.0,29.46,36.28,36.28,184.67,185.11,180.11
LAK,2022,LAK,LAK,Team Level,5on5,65,0.53,0.52,0.54,187641.0,1632.11,142.72,107.97,392.18,53.46,899.64,661.05,137.08,143.23,137.57,1625.0,632.0,754.0,3011.0,134.0,142.0,26.0,367.0,54.0,770.0,790.0,1491.0,2123.0,214.0,457.0,1428.0,1271.0,272.0,406.0,1645.0,477.0,135.0,47.75,57.63,37.34,44.0,59.0,31.0,3025.06,2257.0,2274.1,287.0,22.32,30.68,30.74,134.3,134.74,131.91,1419.29,127.62,95.7,334.93,46.1,773.1,572.55,121.9,127.66,121.99,1353.0,597.0,818.0,2768.0,136.0,122.0,15.0,324.0,44.0,631.0,693.0,1217.0,1814.0,218.0,466.0,1253.0,1647.0,327.0,359.0,1410.0,425.0,115.0,42.53,53.31,31.78,65.0,49.0,22.0,2766.06,1950.0,1947.54,244.0,19.84,25.53,25.97,121.48,121.91,119.31
LAK,2022,LAK,LAK,Team Level,4on5,65,0.13,0.1,0.13,19382.0,42.68,4.82,2.25,5.83,1.36,13.48,29.25,4.8,4.82,4.8,52.0,5.0,5.0,62.0,5.0,1.0,1.0,3.0,0.0,9.0,39.0,47.0,52.0,9.0,18.0,148.0,53.0,29.0,34.0,38.0,11.0,8.0,1.09,1.39,2.34,2.0,1.0,2.0,62.0,57.0,57.0,34.0,0.52,0.47,0.47,4.86,4.86,4.84,273.9,33.6,23.9,56.95,8.95,169.66,87.93,32.25,33.6,32.25,279.0,102.0,155.0,536.0,45.0,27.0,8.0,55.0,11.0,144.0,99.0,234.0,336.0,18.0,36.0,185.0,22.0,9.0,31.0,273.0,74.0,34.0,7.04,8.38,18.18,10.0,11.0,24.0,536.0,381.0,381.0,3.0,6.1,7.48,7.04,32.66,32.66,31.43
LAK,2022,LAK,LAK,Team Level,5on4,65,0.9,0.89,0.88,19262.0,307.37,39.87,28.06,62.67,10.27,183.99,97.14,37.85,39.87,37.85,301.0,121.0,150.0,572.0,50.0,29.0,2.0,69.0,13.0,148.0,113.0,251.0,372.0,22.0,47.0,218.0,26.0,5.0,35.0,272.0,105.0,45.0,6.91,13.14,19.81,10.0,15.0,25.0,572.0,422.0,422.0,4.0,7.33,5.11,5.11,42.08,42.08,40.36,44.28,4.29,2.09,6.24,1.35,13.85,32.17,4.23,4.29,4.23,51.0,9.0,11.0,71.0,7.0,1.0,0.0,4.0,1.0,14.0,33.0,44.0,53.0,5.0,13.0,163.0,73.0,32.0,45.0,42.0,12.0,6.0,1.37,1.41,1.51,1.0,4.0,2.0,71.0,60.0,60.0,42.0,0.48,0.31,0.31,4.47,4.47,4.45
FLA,2022,FLA,FLA,Team Level,other,65,0.46,0.52,0.52,10970.0,151.66,34.43,11.72,26.63,5.07,84.37,44.79,30.33,34.43,30.33,148.0,59.0,82.0,289.0,25.0,22.0,4.0,25.0,6.0,77.0,52.0,123.0,182.0,12.0,27.0,125.0,26.0,22.0,26.0,110.0,48.0,49.0,4.45,6.1,23.88,2.0,4.0,19.0,289.0,207.0,207.0,8.0,3.64,8.36,7.76,30.3,30.3,28.23,140.62,40.07,10.03,23.79,4.79,70.26,42.05,37.87,40.07,37.87,141.0,50.0,72.0,263.0,34.0,19.0,1.0,26.0,5.0,61.0,46.0,107.0,157.0,7.0,17.0,124.0,30.0,18.0,25.0,81.0,49.0,61.0,3.12,6.52,30.42,5.0,6.0,23.0,263.0,191.0,191.0,7.0,3.03,5.69,5.69,37.41,37.41,35.79
FLA,2022,FLA,FLA,Team Level,all,65,0.53,0.54,0.53,235596.0,2373.11,252.14,170.39,544.65,79.9,1293.7,925.22,237.13,253.65,238.54,2392.0,874.0,1064.0,4330.0,219.0,251.0,45.0,500.0,68.0,1085.0,1143.0,2173.0,3047.0,293.0,645.0,1930.0,1327.0,460.0,576.0,2346.0,638.0,282.0,68.66,79.63,103.85,66.0,76.0,77.0,4363.17,3266.0,3290.42,253.0,38.52,61.76,62.32,228.34,229.57,222.25,2065.61,227.35,147.21,480.71,70.04,1124.83,801.86,215.53,226.86,215.13,2091.0,761.0,861.0,3713.0,217.0,204.0,30.0,423.0,89.0,900.0,1019.0,1874.0,2635.0,277.0,610.0,2059.0,1358.0,418.0,625.0,2003.0,589.0,260.0,57.06,72.68,97.61,75.0,63.0,79.0,3696.03,2852.0,2841.1,305.0,33.34,43.2,43.23,217.47,217.21,208.7
FLA,2022,FLA,FLA,Team Level,5on5,65,0.54,0.54,0.53,182412.0,1778.44,160.59,120.23,430.14,59.68,969.0,715.37,153.71,162.1,155.11,1798.0,657.0,817.0,3272.0,146.0,179.0,28.0,390.0,46.0,809.0,885.0,1652.0,2309.0,257.0,562.0,1421.0,1203.0,378.0,464.0,1799.0,496.0,160.0,52.74,61.9,45.94,56.0,60.0,30.0,3305.17,2455.0,2479.42,210.0,24.94,39.18,39.63,145.9,147.13,144.5,1541.5,135.64,105.21,376.43,52.27,846.21,619.24,130.85,135.16,130.46,1548.0,587.0,638.0,2773.0,125.0,143.0,19.0,332.0,64.0,680.0,791.0,1423.0,2010.0,251.0,552.0,1522.0,1244.0,338.0,517.0,1563.0,443.0,129.0,44.91,54.14,36.59,57.0,44.0,24.0,2756.03,2135.0,2124.1,270.0,21.79,29.68,29.72,127.72,127.45,125.34
FLA,2022,FLA,FLA,Team Level,4on5,65,0.12,0.16,0.18,21104.0,72.2,6.48,3.46,10.22,2.14,22.73,50.97,6.17,6.48,6.17,74.0,22.0,17.0,113.0,3.0,2.0,1.0,10.0,2.0,19.0,60.0,71.0,93.0,9.0,28.0,180.0,72.0,46.0,30.0,73.0,15.0,8.0,2.26,1.8,2.42,1.0,0.0,2.0,113.0,96.0,96.0,29.0,0.79,0.58,0.58,6.7,6.7,6.52,326.54,45.75,29.02,72.08,11.06,189.4,100.69,41.02,45.75,41.02,343.0,105.0,137.0,585.0,52.0,36.0,9.0,62.0,18.0,141.0,139.0,291.0,396.0,11.0,25.0,224.0,21.0,18.0,60.0,301.0,83.0,64.0,7.41,10.06,28.27,12.0,10.0,30.0,585.0,448.0,448.0,7.0,7.86,6.47,6.47,47.14,47.14,42.41
FLA,2022,FLA,FLA,Team Level,5on4,65,0.9,0.88,0.87,21110.0,370.81,50.64,35.0,77.65,13.01,217.61,114.1,46.92,50.64,46.92,372.0,136.0,148.0,656.0,45.0,48.0,12.0,75.0,14.0,180.0,146.0,327.0,463.0,15.0,28.0,204.0,26.0,14.0,56.0,364.0,79.0,65.0,9.21,9.83,31.61,7.0,12.0,26.0,656.0,508.0,508.0,6.0,9.14,13.64,14.35,45.44,45.44,43.0,56.94,5.89,2.96,8.4,1.92,18.95,39.88,5.78,5.89,5.78,59.0,19.0,14.0,92.0,6.0,6.0,1.0,3.0,2.0,18.0,43.0,53.0,72.0,8.0,16.0,189.0,63.0,44.0,23.0,58.0,14.0,6.0,1.61,1.95,2.33,1.0,3.0,2.0,92.0,78.0,78.0,21.0,0.67,1.35,1.35,5.21,5.21,5.16
PHI,2022,PHI,PHI,Team Level,other,64,0.44,0.46,0.45,7781.0,98.3,20.2,6.81,17.8,3.16,51.68,32.36,19.34,20.2,19.34,97.0,35.0,53.0,185.0,16.0,9.0,1.0,15.0,4.0,42.0,46.0,81.0,116.0,7.0,14.0,75.0,23.0,19.0,9.0,68.0,39.0,25.0,2.44,4.85,12.92,2.0,3.0,11.0,185.0,132.0,132.0,4.0,1.95,2.55,2.55,19.59,19.59,19.28,116.95,25.64,7.69,20.95,3.81,61.46,40.46,23.85,25.64,23.85,120.0,40.0,56.0,216.0,34.0,11.0,2.0,19.0,6.0,49.0,41.0,86.0,126.0,2.0,4.0,103.0,22.0,12.0,19.0,89.0,40.0,31.0,3.55,5.3,16.79,7.0,9.0,18.0,216.0,160.0,160.0,7.0,2.13,3.4,3.4,24.36,24.36,23.4
PHI,2022,PHI,PHI,Team Level,all,64,0.45,0.47,0.48,232682.0,1883.37,176.96,129.48,439.21,62.54,1030.7,762.13,169.95,176.97,169.95,1889.0,712.0,903.0,3504.0,167.0,161.0,22.0,453.0,65.0,761.0,994.0,1722.0,2434.0,242.0,582.0,1635.0,1795.0,378.0,478.0,1920.0,495.0,186.0,53.95,60.22,62.8,64.0,44.0,59.0,3486.27,2601.0,2591.98,318.0,28.24,34.35,34.44,170.77,170.57,166.85,2063.81,212.08,146.23,473.15,67.67,1127.86,820.0,203.08,213.15,204.09,2002.0,845.0,1125.0,3972.0,210.0,182.0,19.0,448.0,64.0,931.0,1012.0,1792.0,2637.0,242.0,581.0,1966.0,1497.0,423.0,557.0,1997.0,633.0,217.0,60.15,78.53,73.4,63.0,82.0,65.0,4007.11,2847.0,2866.86,342.0,32.3,37.7,37.7,206.69,207.77,202.7
PHI,2022,PHI,PHI,Team Level,5on5,64,0.47,0.47,0.49,189742.0,1512.67,125.23,100.71,366.59,50.4,827.91,619.15,121.76,125.24,121.77,1514.0,576.0,717.0,2807.0,113.0,128.0,17.0,393.0,48.0,595.0,813.0,1401.0,1977.0,222.0,542.0,1269.0,1694.0,306.0,410.0,1575.0,396.0,119.0,44.6,48.17,32.45,52.0,30.0,31.0,2789.27,2090.0,2080.98,290.0,20.8,25.34,25.42,120.61,120.4,118.84,1601.74,143.91,108.89,383.26,52.4,877.43,651.09,138.7,144.98,139.71,1562.0,655.0,913.0,3130.0,131.0,134.0,13.0,376.0,45.0,717.0,814.0,1431.0,2086.0,219.0,533.0,1520.0,1401.0,347.0,453.0,1596.0,484.0,137.0,47.37,60.04,36.51,46.0,60.0,25.0,3165.11,2217.0,2236.86,299.0,22.58,26.48,26.83,139.67,140.75,138.17
PHI,2022,PHI,PHI,Team Level,4on5,64,0.14,0.15,0.17,17663.0,58.93,5.82,3.08,8.05,1.84,18.61,41.59,5.79,5.82,5.79,67.0,12.0,14.0,93.0,11.0,2.0,0.0,3.0,3.0,12.0,48.0,56.0,68.0,4.0,8.0,140.0,47.0,42.0,24.0,56.0,14.0,9.0,1.55,1.76,2.52,2.0,6.0,3.0,93.0,79.0,79.0,22.0,0.71,0.33,0.33,6.21,6.21,6.19,288.98,37.09,26.89,61.01,9.63,171.82,88.56,35.25,37.09,35.25,256.0,139.0,147.0,542.0,41.0,33.0,4.0,49.0,12.0,155.0,105.0,215.0,354.0,12.0,24.0,192.0,16.0,13.0,48.0,256.0,98.0,41.0,7.48,11.74,17.87,8.0,13.0,20.0,542.0,395.0,395.0,3.0,6.96,7.1,6.75,37.3,37.3,35.87
PHI,2022,PHI,PHI,Team Level,5on4,64,0.83,0.83,0.8,17496.0,213.46,25.72,18.87,46.76,7.15,132.48,69.01,23.05,25.72,23.05,211.0,89.0,119.0,419.0,27.0,22.0,4.0,42.0,10.0,112.0,87.0,184.0,273.0,9.0,18.0,151.0,31.0,11.0,35.0,221.0,46.0,33.0,5.36,5.44,14.91,8.0,5.0,14.0,419.0,300.0,300.0,2.0,4.79,6.14,6.14,24.37,24.37,22.55,56.14,5.44,2.76,7.94,1.83,17.15,39.89,5.27,5.44,5.27,64.0,11.0,9.0,84.0,4.0,4.0,0.0,4.0,1.0,10.0,52.0,60.0,71.0,9.0,20.0,151.0,58.0,51.0,37.0,56.0,11.0,8.0,1.76,1.45,2.24,2.0,0.0,2.0,84.0,75.0,75.0,33.0,0.63,0.72,0.72,5.35,5.35,5.26
PIT,2022,PIT,PIT,Team Level,other,63,0.57,0.52,0.51,6530.0,108.08,29.78,8.18,18.18,3.69,55.24,32.91,26.89,29.78,26.89,107.0,41.0,44.0,192.0,29.0,13.0,3.0,9.0,3.0,56.0,38.0,78.0,119.0,7.0,17.0,91.0,35.0,14.0,14.0,62.0,45.0,41.0,2.68,5.55,21.55,4.0,9.0,16.0,192.0,148.0,148.0,5.0,2.51,4.37,4.37,27.92,27.92,26.66,104.48,22.8,7.53,18.41,3.24,55.19,34.83,21.12,22.8,21.12,96.0,46.0,38.0,180.0,23.0,9.0,2.0,15.0,0.0,52.0,43.0,73.0,119.0,10.0,23.0,79.0,20.0,21.0,14.0,63.0,50.0,29.0,2.39,6.08,14.33,2.0,8.0,13.0,180.0,142.0,142.0,3.0,2.22,2.52,2.52,22.5,22.5,21.06
PIT,2022,PIT,PIT,Team Level,all,63,0.52,0.51,0.51,227049.0,2119.3,226.66,154.52,490.13,72.37,1151.96,832.42,213.9,227.87,215.05,2120.0,809.0,988.0,3917.0,205.0,238.0,34.0,407.0,65.0,966.0,1048.0,1915.0,2724.0,219.0,460.0,1890.0,1823.0,505.0,589.0,2019.0,657.0,253.0,57.88,81.95,86.84,63.0,77.0,65.0,3943.67,2929.0,2945.41,292.0,34.36,51.39,51.39,209.56,210.56,204.61,2043.55,205.32,145.88,468.72,67.75,1118.23,817.09,196.3,205.72,196.71,2117.0,706.0,905.0,3728.0,199.0,192.0,28.0,396.0,46.0,946.0,1044.0,1918.0,2624.0,235.0,497.0,1726.0,1622.0,507.0,507.0,2023.0,596.0,204.0,60.06,73.29,71.96,57.0,75.0,67.0,3726.5,2823.0,2821.9,244.0,32.39,43.0,43.15,194.56,194.86,189.97
PIT,2022,PIT,PIT,Team Level,5on5,63,0.52,0.52,0.52,182732.0,1680.32,153.79,115.81,407.36,57.32,912.13,678.66,147.32,154.99,148.48,1671.0,655.0,799.0,3125.0,132.0,181.0,18.0,346.0,54.0,762.0,851.0,1539.0,2194.0,191.0,401.0,1465.0,1676.0,422.0,492.0,1664.0,505.0,157.0,47.75,63.22,42.82,53.0,53.0,26.0,3151.67,2326.0,2342.41,267.0,24.09,36.37,36.37,141.44,142.44,139.49,1578.04,139.99,106.88,378.11,52.74,863.45,642.83,134.9,140.4,135.3,1634.0,550.0,734.0,2918.0,134.0,141.0,21.0,309.0,36.0,739.0,825.0,1500.0,2050.0,201.0,426.0,1326.0,1511.0,423.0,423.0,1604.0,456.0,124.0,48.16,56.13,35.7,48.0,56.0,30.0,2916.5,2184.0,2182.9,218.0,22.14,30.05,30.2,131.94,132.24,130.04
PIT,2022,PIT,PIT,Team Level,4on5,63,0.12,0.11,0.14,18220.0,47.02,4.88,2.67,6.24,1.52,15.7,32.99,4.82,4.88,4.82,55.0,9.0,4.0,68.0,5.0,1.0,1.0,5.0,2.0,8.0,43.0,50.0,59.0,5.0,10.0,146.0,80.0,42.0,16.0,43.0,14.0,7.0,0.92,2.0,1.96,0.0,4.0,1.0,68.0,64.0,64.0,14.0,0.61,0.39,0.39,5.1,5.1,5.07,291.5,34.23,27.6,62.44,9.58,178.27,93.88,32.36,34.23,32.36,311.0,95.0,126.0,532.0,37.0,34.0,5.0,63.0,9.0,141.0,122.0,274.0,369.0,18.0,36.0,184.0,26.0,14.0,47.0,296.0,73.0,37.0,7.48,8.84,17.92,7.0,9.0,21.0,532.0,406.0,406.0,5.0,7.13,8.53,8.53,32.84,32.84,31.65
PIT,2022,PIT,PIT,Team Level,5on4,63,0.82,0.84,0.81,19567.0,283.88,38.22,27.86,58.35,9.83,168.88,87.86,34.86,38.22,34.86,287.0,104.0,141.0,532.0,39.0,43.0,12.0,47.0,6.0,140.0,116.0,248.0,352.0,16.0,32.0,188.0,32.0,27.0,67.0,250.0,93.0,48.0,6.52,11.18,20.52,6.0,11.0,22.0,532.0,391.0,391.0,6.0,7.13,10.25,10.25,35.1,35.1,33.37,69.52,8.29,3.88,9.76,2.19,21.33,45.55,7.93,8.29,7.93,76.0,15.0,7.0,98.0,5.0,8.0,0.0,9.0,1.0,14.0,54.0,71.0,86.0,6.0,12.0,137.0,65.0,49.0,23.0,60.0,17.0,14.0,2.03,2.24,4.02,0.0,2.0,3.0,98.0,91.0,91.0,18.0,0.89,1.91,1.91,7.27,7.27,7.21
SJS,2022,SJS,SJS,Team Level,other,65,0.46,0.48,0.48,7904.0,120.55,27.68,8.7,19.71,4.08,65.51,40.32,23.64,27.68,23.64,118.0,48.0,58.0,224.0,22.0,9.0,0.0,27.0,1.0,58.0,49.0,96.0,144.0,7.0,14.0,101.0,34.0,19.0,14.0,81.0,47.0,38.0,3.39,5.69,18.59,3.0,6.0,13.0,224.0,166.0,166.0,2.0,2.5,3.07,3.07,27.11,27.11,23.66,133.25,32.91,9.34,22.77,4.59,66.36,47.02,30.84,32.91,30.84,137.0,46.0,58.0,241.0,36.0,14.0,3.0,20.0,5.0,56.0,52.0,101.0,147.0,6.0,12.0,101.0,23.0,27.0,14.0,102.0,37.0,44.0,4.05,4.56,24.3,7.0,7.0,22.0,241.0,183.0,183.0,6.0,2.68,4.65,4.65,30.94,30.94,30.12
SJS,2022,SJS,SJS,Team Level,all,65,0.5,0.48,0.49,236981.0,1958.8,211.59,143.5,445.6,65.2,1077.4,762.7,199.96,211.65,199.98,1934.0,772.0,975.0,3681.0,188.0,206.0,35.0,420.0,56.0,821.0,1015.0,1746.0,2518.0,229.0,529.0,1936.0,1505.0,590.0,525.0,1870.0,596.0,240.0,58.33,73.95,79.31,60.0,67.0,61.0,3659.53,2706.0,2694.97,250.0,31.72,46.79,46.79,196.52,196.15,189.03,2063.77,213.93,148.08,468.09,69.01,1147.74,825.15,204.28,215.75,206.01,2041.0,831.0,1046.0,3918.0,242.0,188.0,32.0,517.0,70.0,871.0,985.0,1799.0,2630.0,196.0,461.0,1902.0,1418.0,614.0,520.0,2058.0,591.0,223.0,64.0,71.77,78.16,86.0,90.0,66.0,3955.91,2872.0,2898.81,252.0,32.76,41.76,41.81,204.88,206.57,201.63
SJS,2022,SJS,SJS,Team Level,5on5,65,0.51,0.49,0.49,191987.0,1559.04,150.12,109.87,371.42,52.15,854.98,620.48,144.45,150.19,144.45,1524.0,635.0,797.0,2956.0,136.0,162.0,28.0,342.0,47.0,648.0,824.0,1388.0,2023.0,207.0,485.0,1520.0,1410.0,491.0,453.0,1535.0,461.0,163.0,47.97,57.33,44.81,51.0,55.0,30.0,2934.53,2159.0,2147.97,225.0,22.84,34.62,34.62,138.34,137.96,135.4,1591.23,141.71,108.87,375.7,53.05,884.02,652.66,136.72,143.52,138.44,1587.0,629.0,812.0,3028.0,168.0,139.0,22.0,421.0,54.0,672.0,763.0,1419.0,2048.0,179.0,427.0,1480.0,1318.0,519.0,425.0,1637.0,443.0,136.0,50.45,53.97,37.28,71.0,71.0,26.0,3065.91,2216.0,2242.81,225.0,22.53,28.22,28.27,135.98,137.66,135.31
SJS,2022,SJS,SJS,Team Level,4on5,65,0.07,0.09,0.1,20302.0,35.86,2.61,1.59,4.95,1.06,11.25,26.54,2.61,2.61,2.61,44.0,4.0,11.0,59.0,3.0,0.0,0.0,10.0,1.0,4.0,30.0,41.0,45.0,5.0,10.0,147.0,45.0,61.0,21.0,38.0,8.0,2.0,0.91,1.02,0.68,2.0,0.0,1.0,59.0,48.0,48.0,18.0,0.38,0.0,0.0,2.99,2.99,2.98,294.17,34.68,27.49,63.12,9.95,182.45,93.31,32.11,34.68,32.11,269.0,142.0,163.0,574.0,31.0,34.0,6.0,67.0,8.0,137.0,134.0,238.0,380.0,8.0,16.0,196.0,25.0,22.0,62.0,275.0,99.0,37.0,8.11,11.86,14.72,7.0,8.0,16.0,574.0,411.0,411.0,5.0,7.01,8.75,8.75,32.94,32.94,31.19
SJS,2022,SJS,SJS,Team Level,5on4,65,0.87,0.85,0.84,16788.0,243.35,31.19,23.34,49.53,7.91,145.67,75.36,29.28,31.19,29.28,248.0,85.0,109.0,442.0,27.0,35.0,7.0,41.0,7.0,111.0,112.0,221.0,306.0,10.0,20.0,168.0,16.0,19.0,37.0,216.0,80.0,37.0,6.05,9.91,15.23,4.0,6.0,17.0,442.0,333.0,333.0,5.0,6.0,9.1,9.1,28.09,28.09,27.0,45.12,4.63,2.38,6.5,1.43,14.91,32.16,4.61,4.63,4.61,48.0,14.0,13.0,75.0,7.0,1.0,1.0,9.0,3.0,6.0,36.0,41.0,55.0,3.0,6.0,125.0,52.0,46.0,19.0,44.0,12.0,6.0,1.39,1.38,1.86,1.0,4.0,2.0,75.0,62.0,62.0,16.0,0.54,0.15,0.15,5.02,5.02,5.0
